나이,성별,연소득,근속연수,주거형태,신용점수,기존대출건수,연간카드사용액,부채비율,대출신청액,대출목적,상환방식,대출기간,승인여부
23,남,2500,0,월세,380,3,1690,33.5,1400,주택구입,원금균등,36,0
51,남,5600,10,전세,550,2,3620,78.8,3300,사업자금,원리금균등,48,1
50,남,5000,16,월세,625,2,2700,42.8,2500,의료비,원리금균등,48,1
32,여,2300,1,월세,548,3,970,37.6,3900,전세자금,만기일시,36,0
41,남,5400,3,전세,463,0,3830,41.1,4100,사업자금,만기일시,36,0
42,남,4600,3,자가,550,1,2980,33.7,5800,주택구입,원리금균등,48,0
40,남,4100,2,전세,493,3,1840,54.9,1700,주택구입,원리금균등,12,1
33,여,2300,1,자가,439,2,1310,47.0,8700,사업자금,원리금균등,60,0
31,남,4900,3,전세,584,1,2400,54.6,4600,의료비,만기일시,48,0
37,남,4700,6,전세,638,0,2360,29.8,4200,전세자금,원리금균등,24,1
48,여,3700,3,자가,619,5,1280,62.4,7800,의료비,원금균등,60,0
42,여,5200,7,자가,632,5,2220,41.8,3500,교육비,원리금균등,24,1
34,남,3000,5,전세,515,1,590,36.4,5000,주택구입,만기일시,60,0
44,여,3200,12,월세,649,2,1160,40.7,3200,전세자금,원리금균등,36,1
23,여,1700,0,월세,541,0,960,52.4,4500,사업자금,원리금균등,48,0
48,여,2600,11,전세,591,1,1870,30.5,5300,전세자금,원금균등,36,0
23,남,2900,0,전세,480,2,2110,35.3,5000,생활비,만기일시,48,0
34,남,2000,4,전세,500,2,960,43.3,1400,의료비,만기일시,24,0
27,남,2000,1,전세,530,0,1020,43.5,2400,자동차,원금균등,24,0
26,여,1500,0,월세,710,1,390,41.2,5300,전세자금,원금균등,12,0
48,남,4700,3,자가,586,2,2660,57.0,3800,사업자금,원금균등,60,1
33,남,3300,6,전세,514,1,630,20.1,2900,생활비,원금균등,24,1
41,남,3800,2,자가,481,1,1210,42.4,3800,전세자금,만기일시,48,0
37,남,2800,2,전세,498,1,1540,44.1,1700,의료비,원리금균등,48,1
42,여,2700,8,월세,741,0,900,64.2,4400,교육비,원금균등,60,1
38,남,4500,0,자가,513,0,800,18.2,3600,주택구입,원리금균등,24,1
26,여,2000,2,전세,602,1,1290,51.2,3100,전세자금,원금균등,60,0
46,남,5100,6,전세,550,0,1710,38.9,2700,사업자금,만기일시,24,1
33,여,2300,5,월세,568,1,430,20.0,3300,주택구입,원리금균등,48,0
23,여,2300,0,전세,586,0,440,42.7,2600,생활비,원리금균등,48,0
34,여,4700,4,월세,521,1,1410,39.8,2500,전세자금,원리금균등,12,1
51,남,6100,13,월세,574,0,1560,42.3,7300,사업자금,원리금균등,24,1
45,여,3600,15,자가,743,1,2210,67.0,1300,생활비,원리금균등,36,1
34,남,3800,3,전세,631,0,1300,28.3,1300,생활비,만기일시,36,1
34,여,2900,2,전세,602,1,1830,14.3,4400,주택구입,원금균등,60,0
35,여,3200,2,월세,604,0,810,19.3,1600,주택구입,만기일시,36,1
56,남,5000,12,자가,646,2,2220,39.7,1100,전세자금,원리금균등,60,1
41,여,3600,10,자가,747,5,2020,75.6,4900,주택구입,만기일시,36,0
41,남,4400,9,전세,592,0,2380,44.6,5600,주택구입,원금균등,60,0
47,남,3500,13,전세,646,3,1780,60.8,1500,교육비,원리금균등,48,1
40,여,2700,10,자가,460,1,1900,46.4,1200,생활비,원금균등,48,1
35,여,2100,3,전세,470,1,600,41.8,1600,전세자금,만기일시,24,1
36,여,2000,0,자가,423,1,890,25.1,2100,의료비,원리금균등,36,0
37,남,2600,3,전세,642,2,1760,48.0,7800,사업자금,원금균등,24,0
37,남,4000,8,전세,375,2,780,51.8,2400,자동차,만기일시,24,0
44,남,3400,4,월세,521,1,620,35.1,4500,전세자금,원리금균등,36,0
38,남,4600,8,전세,346,0,1330,33.2,4300,생활비,원금균등,48,1
44,여,4100,8,월세,514,1,2170,27.8,5800,사업자금,원리금균등,12,0
37,여,1900,5,전세,504,1,580,50.5,2100,사업자금,원리금균등,36,0
38,남,4800,8,자가,698,3,1260,29.1,2900,생활비,원금균등,36,1
23,여,2800,0,월세,559,0,1190,27.9,2600,전세자금,원리금균등,12,1
46,여,3100,16,자가,544,1,1600,15.1,3900,교육비,원금균등,36,1
41,여,4300,7,월세,663,1,1280,40.8,5500,주택구입,원리금균등,48,1
46,남,3600,18,월세,627,1,1180,11.8,8900,전세자금,원리금균등,12,0
23,남,2600,0,전세,529,4,1340,37.7,2400,전세자금,원리금균등,48,0
56,여,3500,8,자가,478,2,2510,24.6,3200,자동차,원리금균등,36,1
36,남,2200,8,전세,482,0,1220,40.1,4600,자동차,원리금균등,48,0
47,여,3800,10,자가,521,0,2350,37.7,4000,자동차,원금균등,24,1
28,남,2900,0,전세,532,2,1070,51.2,7000,주택구입,만기일시,48,0
43,여,3500,15,자가,616,0,1090,30.8,2800,생활비,만기일시,12,1
28,여,1800,2,월세,651,2,760,43.4,2400,주택구입,원리금균등,36,1
32,남,3000,6,자가,590,1,1900,33.3,5900,사업자금,만기일시,24,0
55,남,5900,14,월세,412,1,2500,46.2,3400,자동차,만기일시,60,0
36,남,3700,2,월세,568,0,2430,18.0,3900,의료비,원리금균등,48,0
39,여,3800,7,전세,456,0,2820,28.0,2800,전세자금,원리금균등,12,1
45,여,3400,11,월세,511,0,650,16.9,4700,사업자금,원리금균등,12,0
42,여,5500,4,자가,510,0,970,48.0,1900,전세자금,원리금균등,24,1
39,여,2500,4,자가,491,0,590,46.7,2300,생활비,만기일시,24,1
41,남,4800,6,전세,467,0,1820,42.1,700,전세자금,원금균등,36,1
59,여,7700,25,전세,718,1,1760,19.6,2100,전세자금,원금균등,48,1
37,여,3900,1,전세,431,2,2620,51.1,4700,의료비,원리금균등,60,0
39,남,3800,5,월세,591,0,620,55.9,3000,주택구입,원리금균등,60,1
47,남,4000,15,월세,793,0,1350,33.1,1800,의료비,원리금균등,48,1
47,남,6400,3,전세,472,2,1660,27.3,6100,전세자금,만기일시,12,0
48,여,2900,24,전세,626,2,2050,34.2,3200,주택구입,원리금균등,36,1
43,여,2900,12,자가,387,4,1590,68.7,6900,생활비,만기일시,36,0
27,남,2600,0,전세,501,1,1810,8.9,4600,생활비,원리금균등,36,0
52,여,6900,11,전세,675,3,5060,24.9,3200,전세자금,원금균등,36,1
27,여,2800,1,전세,590,0,1250,23.6,7500,생활비,원금균등,60,0
40,남,3000,4,자가,556,0,870,44.4,2400,전세자금,만기일시,60,1
31,남,3000,3,전세,616,2,790,36.7,1700,의료비,원리금균등,24,1
37,남,3200,0,전세,735,1,900,51.7,6600,사업자금,원리금균등,24,0
40,여,3000,1,자가,671,0,1720,21.5,4000,자동차,원리금균등,48,1
40,여,5000,7,전세,543,1,870,43.2,6000,생활비,만기일시,48,0
41,남,2700,5,자가,435,3,480,63.0,4600,전세자금,원리금균등,24,0
52,여,7700,13,자가,609,2,3960,53.2,6800,주택구입,원리금균등,48,1
42,남,5500,7,자가,514,1,2940,35.7,2300,교육비,원리금균등,48,1
35,남,5100,2,자가,597,0,2800,64.5,2700,생활비,원리금균등,36,1
46,남,4000,12,월세,505,2,1490,43.3,2700,전세자금,원금균등,24,1
48,여,4200,11,자가,591,0,2660,52.5,2700,사업자금,만기일시,60,1
26,여,1600,3,전세,598,1,750,56.3,1300,전세자금,원리금균등,48,1
43,남,3700,5,전세,553,0,780,58.1,3200,교육비,만기일시,24,0
44,남,5200,3,전세,491,0,3260,28.7,4400,주택구입,원금균등,48,1
35,남,5400,7,자가,682,1,3890,33.7,2100,주택구입,원리금균등,48,1
50,여,3300,10,자가,432,1,610,39.9,1800,자동차,만기일시,60,1
36,여,3000,2,월세,513,0,1150,33.2,2800,전세자금,원금균등,24,1
39,남,3800,7,전세,569,0,1680,29.6,4400,전세자금,원리금균등,60,1
36,남,2400,6,전세,555,1,570,18.8,1700,생활비,원금균등,24,1
38,남,4700,6,전세,591,1,3150,24.5,9600,자동차,원리금균등,36,0
28,여,2100,2,전세,579,0,670,32.3,1500,의료비,원리금균등,48,1
25,남,2600,0,전세,523,0,1610,33.9,2200,사업자금,원금균등,36,0
52,남,4500,17,전세,600,0,2480,36.8,5200,교육비,원금균등,36,1
30,남,2500,3,월세,507,2,1270,29.4,4800,전세자금,원금균등,60,0
29,여,2700,1,전세,483,0,710,14.3,4600,주택구입,원리금균등,36,0
23,여,2000,0,월세,583,0,560,45.1,2100,생활비,만기일시,36,0
32,남,3000,2,자가,488,1,530,48.8,2300,사업자금,원리금균등,24,0
26,여,1900,3,전세,601,1,550,34.4,1900,전세자금,원리금균등,12,1
52,남,5700,8,자가,598,1,2030,37.7,2500,자동차,원리금균등,24,1
47,남,7800,4,자가,556,3,5060,42.4,3600,사업자금,원리금균등,60,1
31,여,3000,2,월세,589,1,1100,28.9,1900,의료비,원리금균등,48,1
58,남,7700,12,전세,578,1,4640,55.8,1200,전세자금,원금균등,60,1
46,여,2800,7,자가,614,1,1150,40.8,5300,전세자금,만기일시,12,0
35,남,3800,6,월세,585,3,2350,54.0,2700,주택구입,만기일시,48,0
23,남,1800,0,월세,470,1,1320,23.1,4300,전세자금,원금균등,12,0
58,여,3400,6,전세,606,2,990,22.0,2500,교육비,원리금균등,48,1
25,여,1900,1,월세,567,0,1260,19.5,3900,생활비,원금균등,36,0
23,남,3700,0,전세,629,2,1930,66.4,9500,의료비,원금균등,12,0
47,여,5700,14,월세,704,0,3650,41.5,1600,의료비,원리금균등,36,1
59,남,6200,7,전세,636,2,3350,30.1,2000,사업자금,원금균등,24,1
50,남,3100,8,월세,480,2,1250,58.6,1900,주택구입,원리금균등,48,0
43,남,4100,2,전세,746,2,1170,35.3,8500,주택구입,원리금균등,48,0
43,여,4300,2,자가,440,0,820,35.6,2900,주택구입,원리금균등,48,1
45,남,4800,15,전세,698,1,2260,28.2,4600,생활비,원금균등,60,1
44,남,2500,6,자가,589,2,1860,64.9,700,전세자금,원금균등,36,1
40,여,2800,3,자가,449,0,1650,36.7,3600,생활비,원리금균등,36,0
38,남,3800,9,자가,573,2,1310,41.5,2500,자동차,원금균등,48,1
37,남,4500,12,월세,598,2,2900,56.1,6000,주택구입,만기일시,36,0
31,남,1700,2,전세,631,0,1030,42.7,4100,생활비,만기일시,12,0
35,여,3100,7,전세,508,2,980,31.8,2400,전세자금,원리금균등,48,1
23,남,2700,0,전세,506,0,420,41.8,6600,의료비,원리금균등,12,0
37,여,4400,6,월세,387,2,970,18.6,6900,사업자금,원금균등,24,0
29,여,3300,2,전세,681,2,2230,25.4,6300,전세자금,원리금균등,24,0
28,남,3600,4,월세,470,0,2340,25.3,4300,자동차,원리금균등,12,0
39,남,3100,2,월세,567,2,1010,26.2,2600,자동차,원리금균등,12,1
50,여,2600,19,자가,612,0,830,26.5,3300,교육비,원금균등,12,1
46,여,3700,7,자가,564,1,2310,28.5,2400,주택구입,원금균등,36,1
23,여,2900,0,월세,593,0,2060,15.0,3300,교육비,원리금균등,24,0
29,여,4100,0,월세,674,0,2530,52.2,2200,주택구입,원리금균등,24,1
46,여,5200,7,전세,607,2,2660,27.1,2700,의료비,원금균등,48,1
29,여,3100,1,전세,588,1,910,54.0,8700,주택구입,원리금균등,24,0
35,남,4100,8,월세,607,2,1900,39.5,3500,교육비,원리금균등,12,1
42,남,3600,9,자가,662,0,1040,52.1,2400,의료비,원리금균등,36,1
29,남,3000,3,월세,507,1,1900,13.4,1700,생활비,원리금균등,36,0
38,남,6500,4,월세,671,1,2480,31.6,2800,의료비,원리금균등,36,1
25,여,1700,1,전세,610,3,1100,34.9,4300,생활비,원금균등,36,0
32,남,5500,1,월세,646,3,2080,61.9,3200,주택구입,원금균등,48,1
40,남,3700,4,전세,504,0,2380,24.6,2900,전세자금,원리금균등,36,1
23,남,3800,0,월세,524,3,1320,51.2,3700,의료비,원리금균등,60,0
41,남,2700,9,자가,591,1,1110,46.1,3600,전세자금,원리금균등,36,1
37,남,4600,3,전세,451,1,2380,29.7,4200,사업자금,원금균등,36,1
42,남,3400,10,월세,711,0,650,37.8,4300,사업자금,원리금균등,24,1
40,여,2400,0,자가,523,0,1720,55.2,2800,의료비,원리금균등,48,0
50,남,5300,21,자가,680,1,2610,30.6,2700,자동차,원금균등,24,1
39,남,5400,5,월세,532,0,2450,37.4,3000,주택구입,원금균등,36,1
34,남,2700,6,전세,450,1,1760,28.8,3900,주택구입,원리금균등,36,0
39,남,2500,0,월세,476,2,1670,70.5,5200,생활비,원리금균등,48,0
42,여,3800,1,자가,560,3,1760,61.8,2500,사업자금,만기일시,60,0
38,여,3400,12,전세,647,1,2400,40.0,2700,생활비,만기일시,60,1
38,남,4600,2,월세,568,4,860,35.5,1900,주택구입,원리금균등,24,1
31,남,4400,4,전세,591,0,950,35.1,1400,교육비,원금균등,24,1
32,남,3300,6,전세,536,0,1670,51.9,1600,주택구입,원금균등,48,1
25,여,4100,0,월세,580,2,1480,40.7,1800,사업자금,만기일시,36,1
53,여,5200,21,월세,775,2,2220,29.5,2100,전세자금,원리금균등,36,1
26,남,2500,1,전세,586,2,860,81.7,3700,생활비,원금균등,48,0
31,남,2000,4,전세,604,1,780,40.4,1700,주택구입,원금균등,36,1
31,남,3000,2,자가,563,1,1930,22.6,3000,전세자금,원리금균등,60,1
46,남,4200,4,전세,441,1,2120,24.8,4500,교육비,원금균등,36,1
35,남,4900,6,전세,495,1,3660,25.4,1900,주택구입,원리금균등,36,1
49,여,5200,16,자가,668,0,3230,29.0,2300,주택구입,원리금균등,36,1
31,남,2300,4,전세,542,3,720,61.4,1500,자동차,원리금균등,48,1
40,남,4300,13,자가,643,0,1320,18.1,1800,자동차,만기일시,36,1
30,남,3900,4,자가,693,0,1370,43.7,5900,자동차,원리금균등,36,1
57,남,8900,26,전세,777,2,5830,41.6,3800,의료비,원금균등,60,1
27,남,3800,3,전세,653,2,630,53.6,8700,자동차,원금균등,36,0
40,여,4600,11,월세,608,4,1320,61.1,2000,전세자금,원리금균등,36,1
43,남,4400,10,전세,529,4,3040,36.9,6300,자동차,원리금균등,48,0
41,여,4200,3,자가,552,2,2240,16.5,2000,전세자금,원금균등,48,1
36,남,5400,12,전세,549,1,1540,62.7,2300,주택구입,만기일시,12,1
36,여,2200,3,자가,661,1,610,43.5,11700,주택구입,원리금균등,36,0
38,여,3100,5,월세,619,0,2060,47.7,1900,주택구입,원리금균등,48,1
36,남,2900,3,월세,585,2,1990,39.9,6600,생활비,원리금균등,36,0
46,여,4700,8,전세,685,2,1420,25.7,2900,생활비,원리금균등,48,1
57,남,8100,6,전세,449,1,3250,27.2,1700,생활비,원리금균등,36,1
32,남,2800,4,자가,595,2,1820,40.8,1400,교육비,원리금균등,60,1
25,여,1500,1,전세,415,0,910,17.9,3100,의료비,원리금균등,24,0
37,남,3400,6,월세,563,1,2170,42.9,1700,사업자금,원리금균등,12,1
61,여,7300,21,자가,653,1,3360,44.7,2500,교육비,원금균등,36,1
30,남,3700,0,전세,589,1,2570,24.5,1100,생활비,만기일시,36,1
52,여,5400,15,자가,647,0,1860,35.4,3500,교육비,원리금균등,36,1
53,여,4500,8,전세,692,1,1090,32.6,1300,전세자금,원금균등,24,1
33,여,2100,3,전세,487,2,1200,15.0,2900,생활비,원리금균등,48,0
43,여,4600,8,월세,642,1,2170,55.5,1500,생활비,만기일시,36,1
52,여,3700,6,자가,579,0,2450,38.0,5500,주택구입,원금균등,36,1
34,남,6900,4,전세,458,2,1370,50.0,1000,생활비,원금균등,48,1
36,남,4400,6,월세,500,0,2880,54.6,2600,주택구입,원리금균등,48,1
32,남,2800,4,자가,536,2,910,27.9,3900,생활비,원금균등,36,0
28,남,2500,1,월세,618,2,1350,30.2,3500,주택구입,원리금균등,36,0
32,여,2900,3,자가,581,0,500,64.3,1600,주택구입,원리금균등,36,1
26,여,2200,0,자가,428,1,1130,35.2,1200,의료비,원리금균등,60,1
38,여,4900,3,자가,552,2,2840,41.3,4400,주택구입,원금균등,60,1
31,여,3000,1,월세,696,2,1110,57.0,2800,주택구입,원금균등,36,1
40,남,3300,9,전세,586,1,920,21.0,1700,사업자금,원리금균등,12,1
23,남,4500,0,월세,518,2,2120,33.1,4500,교육비,원금균등,24,0
40,여,3700,7,자가,611,4,2400,51.8,2200,전세자금,원리금균등,36,1
45,여,5200,8,전세,653,0,1780,37.9,2100,교육비,원리금균등,36,1
23,남,2100,0,전세,484,1,630,23.2,1900,주택구입,원금균등,48,1
41,남,4700,3,월세,602,2,1490,38.6,2000,생활비,원리금균등,36,1
49,여,4900,7,전세,557,2,3520,41.0,2000,주택구입,원리금균등,48,1
27,남,1600,3,월세,588,2,580,34.7,3500,사업자금,원리금균등,60,0
53,남,9700,17,자가,695,0,1470,37.5,6500,주택구입,원금균등,48,1
41,여,5600,13,전세,659,0,3460,56.7,1400,사업자금,원리금균등,24,1
31,여,2500,6,전세,494,1,1420,32.1,2500,주택구입,만기일시,36,0
37,남,2700,5,월세,486,1,610,53.3,2700,자동차,원리금균등,36,1
43,남,4800,13,자가,688,2,3550,19.5,3700,주택구입,원금균등,60,1
38,남,4000,4,전세,553,1,2050,38.4,4900,전세자금,원리금균등,36,0
42,여,4300,8,자가,605,1,1930,29.6,2700,사업자금,원리금균등,36,1
29,여,2900,2,전세,514,4,1100,50.0,2100,사업자금,원금균등,36,1
39,남,4700,8,자가,658,1,3230,30.2,4000,주택구입,원리금균등,36,1
25,남,4200,1,월세,498,0,1240,43.4,1300,교육비,원리금균등,48,1
36,여,3900,5,전세,553,1,1250,16.3,1000,자동차,원리금균등,12,1
29,남,2200,2,월세,594,1,490,64.9,10900,주택구입,원리금균등,36,0
31,남,4900,2,월세,652,1,2960,10.0,2000,의료비,원리금균등,24,1
49,남,8000,10,자가,588,1,4050,23.5,2400,사업자금,원금균등,36,1
47,남,12200,10,전세,828,0,6280,36.5,3900,전세자금,원금균등,48,1
43,남,3100,10,자가,606,2,870,20.7,3500,생활비,원리금균등,24,1
28,남,3200,1,월세,453,0,1730,32.3,4600,전세자금,원리금균등,36,0
35,남,1900,2,전세,558,1,1150,19.0,4700,생활비,원리금균등,48,0
48,여,5200,15,자가,596,2,1890,82.5,1400,전세자금,원리금균등,48,1
39,남,3400,7,전세,603,1,2140,24.3,5600,전세자금,원금균등,12,0
58,여,9500,11,전세,646,3,3410,39.7,3800,자동차,원금균등,36,1
41,남,3300,14,자가,608,1,1990,41.3,3600,생활비,원리금균등,24,1
39,여,2100,0,전세,448,2,350,33.1,3700,자동차,원리금균등,24,0
35,여,2800,4,월세,627,1,1340,55.3,900,주택구입,원금균등,36,1
39,여,2000,5,월세,452,3,1460,58.4,2700,전세자금,원리금균등,24,0
36,여,4200,8,전세,493,2,3100,48.0,1800,자동차,원리금균등,60,1
44,남,2400,8,전세,593,3,760,53.6,1700,사업자금,원금균등,24,1
46,남,4700,8,월세,715,1,1940,15.1,2300,주택구입,원금균등,48,1
30,남,1700,4,자가,508,1,310,13.6,4500,전세자금,원리금균등,48,0
26,여,2200,0,월세,578,4,1480,41.4,3400,주택구입,만기일시,60,0
23,여,3600,0,전세,621,0,1760,58.8,3700,사업자금,원리금균등,36,0
42,여,4300,8,전세,648,1,1630,56.2,2300,주택구입,원금균등,60,1
28,여,2000,4,월세,515,1,430,46.3,3600,자동차,원리금균등,60,0
23,남,2500,0,월세,437,2,1790,37.3,2700,사업자금,원금균등,24,0
41,여,3800,12,월세,421,0,1770,31.0,4800,생활비,만기일시,36,1
60,여,6300,12,자가,601,1,2010,28.4,4200,주택구입,원리금균등,12,1
37,여,2200,2,전세,626,1,790,27.7,3200,주택구입,원금균등,36,0
45,여,4900,5,전세,484,2,1530,49.1,2000,전세자금,원금균등,36,1
38,남,1700,3,월세,588,3,860,34.3,3400,전세자금,원리금균등,24,0
37,남,3100,2,자가,464,0,2190,13.1,3300,전세자금,원금균등,48,0
46,여,3600,15,월세,619,0,2390,22.4,3100,자동차,만기일시,12,0
35,여,3900,7,전세,630,1,1660,40.0,2300,생활비,원금균등,48,1
40,여,3700,6,자가,514,2,2380,53.8,2100,의료비,원리금균등,12,1
40,여,2400,5,전세,562,0,960,44.1,3500,주택구입,원리금균등,48,0
31,여,2100,4,자가,507,1,630,14.5,1900,주택구입,원리금균등,12,1
46,남,4900,9,전세,650,1,3620,34.3,2600,사업자금,원리금균등,24,1
36,남,3600,4,자가,574,0,1190,23.8,4000,자동차,원리금균등,48,1
31,남,2700,2,전세,541,1,920,39.5,3700,주택구입,원리금균등,24,1
42,여,3300,12,전세,717,2,2450,65.0,1600,자동차,원리금균등,36,1
29,남,3800,1,월세,595,3,870,64.6,3400,교육비,원리금균등,60,1
38,남,3300,9,전세,522,1,2000,19.6,8200,자동차,원리금균등,12,0
37,남,3700,6,전세,560,2,2630,33.1,4200,생활비,원금균등,48,1
47,남,9100,18,자가,674,2,4150,53.6,2600,자동차,원금균등,12,1
42,여,2500,5,전세,556,2,370,34.4,5700,자동차,원리금균등,24,0
37,남,2200,2,월세,733,3,820,23.5,9000,사업자금,원리금균등,24,0
45,여,5200,10,월세,631,0,1120,34.8,4600,자동차,원리금균등,60,1
50,남,4100,5,자가,403,3,1630,58.6,1200,의료비,원리금균등,24,1
43,남,3900,3,자가,510,2,2430,26.8,4000,전세자금,원리금균등,60,0
38,남,3100,11,월세,431,2,1280,63.1,5800,생활비,원금균등,60,0
26,여,2200,2,월세,505,4,900,60.4,1000,전세자금,원리금균등,36,0
28,남,4900,2,월세,400,2,2370,23.2,4700,생활비,만기일시,36,0
35,여,4100,4,월세,491,0,2040,28.1,2700,주택구입,원리금균등,48,1
32,여,3800,3,전세,431,1,2520,20.4,5700,사업자금,원리금균등,36,0
36,여,2200,7,전세,587,1,730,39.2,2800,주택구입,원금균등,24,1
38,남,2700,4,월세,547,0,1730,9.8,3500,사업자금,원금균등,36,0
42,여,1600,0,전세,540,5,780,39.6,3500,자동차,원금균등,48,0
37,여,2700,2,자가,528,2,890,39.5,4200,전세자금,만기일시,48,0
42,남,5700,4,자가,465,2,1860,35.4,3700,교육비,원리금균등,24,1
38,여,4100,4,자가,602,0,1500,15.2,1900,생활비,원금균등,24,1
23,남,2400,0,월세,677,5,1250,47.6,2600,교육비,원리금균등,60,0
29,여,2700,4,전세,579,3,770,54.0,2900,자동차,원금균등,12,0
36,여,2700,3,자가,507,4,1890,61.7,5500,주택구입,원리금균등,48,0
27,남,3100,1,월세,421,0,1530,23.4,3800,주택구입,원리금균등,12,0
43,여,5000,12,자가,537,2,3510,44.4,2100,주택구입,원금균등,48,1
51,남,3100,7,자가,602,0,550,46.9,1800,자동차,원리금균등,60,1
48,남,5300,16,자가,718,0,1880,24.0,4100,교육비,원리금균등,24,1
36,남,4900,1,자가,574,1,800,45.9,2300,주택구입,원리금균등,12,1
51,남,4500,10,자가,658,1,1410,27.3,4300,사업자금,원금균등,36,1
39,여,4400,6,월세,630,2,2930,57.7,2900,생활비,만기일시,24,1
34,여,7400,6,월세,644,1,1270,19.2,6200,전세자금,원금균등,36,1
32,남,3300,1,전세,485,2,1350,40.5,2000,의료비,원금균등,48,1
35,남,4100,8,전세,594,0,900,16.8,6100,생활비,원리금균등,24,1
34,남,2800,5,전세,485,1,1120,43.0,4900,의료비,원리금균등,36,0
39,남,4200,7,자가,578,1,2740,42.4,2400,자동차,원리금균등,48,1
39,남,4600,5,자가,597,1,2400,21.7,1900,의료비,원금균등,36,1
38,남,4100,7,월세,710,1,2420,40.6,7800,생활비,원리금균등,36,0
41,여,2800,10,자가,473,3,1000,56.1,1900,주택구입,원리금균등,48,0
48,남,5100,14,자가,659,3,3650,65.2,3400,생활비,원리금균등,48,1
46,남,7200,7,전세,725,2,4140,35.5,3500,자동차,원금균등,36,1
24,여,2600,0,전세,586,0,1040,23.4,3000,사업자금,원리금균등,24,1
23,남,3400,0,자가,600,5,1370,66.4,4400,생활비,원금균등,12,0
46,남,4300,13,자가,655,0,3010,33.8,1800,자동차,원금균등,48,1
25,남,3400,1,전세,642,0,1680,44.0,7800,주택구입,원금균등,48,0
35,여,3500,2,전세,458,0,2000,31.0,1900,생활비,만기일시,48,1
27,여,1900,2,전세,418,0,760,12.4,2700,전세자금,원리금균등,12,0
23,남,2800,0,전세,527,3,790,53.0,1400,생활비,원금균등,36,1
42,남,3200,6,전세,389,3,1860,65.4,5000,주택구입,만기일시,48,0
44,여,3300,3,월세,646,0,1690,37.7,7700,주택구입,원금균등,36,0
32,여,3100,8,전세,668,2,1390,40.0,8100,교육비,원금균등,24,0
23,남,2800,0,전세,493,1,1460,61.1,5200,자동차,원리금균등,36,0
33,여,2100,5,전세,516,1,570,65.4,2400,전세자금,원금균등,48,1
41,남,5700,6,전세,581,1,3570,13.0,3000,자동차,원리금균등,12,1
24,남,3100,0,전세,535,1,2220,42.3,2500,사업자금,만기일시,36,0
39,여,2900,8,전세,579,1,1980,19.7,1600,주택구입,원금균등,36,1
37,남,2400,2,자가,578,1,820,52.2,2500,자동차,만기일시,36,1
43,여,3800,10,자가,574,0,1490,11.5,4700,사업자금,원금균등,48,1
39,여,3100,12,전세,666,1,1960,29.4,1900,사업자금,원리금균등,36,1
29,남,3200,2,전세,577,0,1620,46.0,900,사업자금,원리금균등,24,1
48,남,4300,6,월세,524,0,2050,17.9,1600,사업자금,만기일시,24,1
36,남,2000,2,전세,636,2,1410,45.0,4500,전세자금,원리금균등,36,0
37,남,3400,4,전세,445,0,1600,10.7,1200,교육비,원리금균등,12,1
29,여,2400,2,전세,526,1,1100,40.2,2300,생활비,원금균등,36,1
34,여,3800,8,전세,655,3,660,36.3,2400,교육비,원리금균등,48,1
30,여,2200,3,자가,479,3,420,54.1,3400,주택구입,원금균등,24,0
36,여,5500,7,월세,614,2,840,33.1,3300,생활비,원리금균등,36,1
53,여,2700,8,월세,610,1,1880,35.0,3600,사업자금,원금균등,36,0
25,여,3500,1,전세,471,3,1380,43.4,2700,주택구입,만기일시,24,0
23,남,2400,0,전세,518,0,1030,43.2,1800,자동차,원리금균등,36,0
51,남,6600,1,자가,558,0,4330,17.9,4700,전세자금,원리금균등,60,1
36,남,3800,1,전세,498,3,1950,46.2,1200,사업자금,원리금균등,36,0
31,남,4600,0,전세,730,3,2370,27.4,4400,주택구입,만기일시,36,0
47,여,3800,8,월세,516,3,1240,19.3,5300,주택구입,원리금균등,12,1
32,여,2100,5,월세,626,5,1360,63.3,9600,전세자금,원리금균등,12,0
54,남,8200,6,자가,580,2,2040,37.6,2000,사업자금,원금균등,12,1
44,남,4300,3,전세,471,0,780,41.3,2200,사업자금,원리금균등,48,1
33,여,3300,3,전세,556,2,870,44.2,3000,사업자금,만기일시,36,1
57,남,8100,12,전세,692,0,2510,28.1,2900,의료비,만기일시,24,1
32,남,2500,2,전세,608,3,790,63.0,4500,사업자금,원리금균등,48,0
44,남,5300,3,전세,692,0,2920,31.5,3800,의료비,원금균등,24,1
40,여,3100,2,전세,776,1,870,48.3,2500,생활비,원리금균등,24,1
49,남,4700,22,전세,677,0,2610,29.7,2800,생활비,원금균등,36,1
52,남,5300,3,전세,514,0,1080,20.9,4700,주택구입,원금균등,36,0
38,남,2500,8,월세,601,0,590,30.5,1500,생활비,원리금균등,36,1
31,남,2600,7,전세,539,0,1180,45.9,2600,전세자금,원리금균등,36,1
42,남,6400,12,전세,698,1,4500,25.8,3900,전세자금,만기일시,36,1
31,남,4300,1,전세,444,2,2860,71.8,1700,사업자금,원리금균등,60,0
56,여,5000,24,자가,859,4,3650,43.8,500,자동차,원금균등,60,1
39,남,4300,2,자가,621,2,2320,47.4,6100,의료비,원리금균등,48,1
34,남,3200,3,자가,412,3,1770,18.0,2900,교육비,원리금균등,60,0
39,남,6000,5,전세,528,2,3150,64.1,1500,생활비,원금균등,36,1
